"SampleID","Individual_ID","UniProt","GeneID","Assay","NPX","Panel","Index"
"C33_7","C33","P51888","PRELP","PRELP",8.62295,"CVD2",7
"CV39_8","CV39","P51888","PRELP","PRELP",8.94155,"CVD2",8
"CV6_9","CV6","P51888","PRELP","PRELP",8.74087,"CVD2",9
"CV38_10","CV38","P51888","PRELP","PRELP",9.12379,"CVD2",10
"CV4_11","CV4","P51888","PRELP","PRELP",8.959,"CVD2",11
"C195_12","C195","P51888","PRELP","PRELP",8.85026,"CVD2",12
"CV1_13","CV1","P51888","PRELP","PRELP",9.09498,"CVD2",13
"C237_14","C237","P51888","PRELP","PRELP",8.94653,"CVD2",14
"CV2_15","CV2","P51888","PRELP","PRELP",9.03271,"CVD2",15
"CV42_17","CV42","P51888","PRELP","PRELP",8.86852,"CVD2",17
"CV79_18","CV79","P51888","PRELP","PRELP",9.24222,"CVD2",18
"CV3_19","CV3","P51888","PRELP","PRELP",8.58062,"CVD2",19
"CV36_20","CV36","P51888","PRELP","PRELP",9.13406,"CVD2",20
"CV55_21","CV55","P51888","PRELP","PRELP",9.03169,"CVD2",21
"C246_22","C246","P51888","PRELP","PRELP",8.94145,"CVD2",22
"CV30_23","CV30","P51888","PRELP","PRELP",9.07956,"CVD2",23
"CV19_24","CV19","P51888","PRELP","PRELP",8.74914,"CVD2",24
"CV13_25","CV13","P51888","PRELP","PRELP",9.09054,"CVD2",25
"C137_26","C137","P51888","PRELP","PRELP",8.71722,"CVD2",26
"CV47_27","CV47","P51888","PRELP","PRELP",9.32778,"CVD2",27
"CV29_28","CV29","P51888","PRELP","PRELP",9.17677,"CVD2",28
"CV14_29","CV14","P51888","PRELP","PRELP",9.01857,"CVD2",29
"CV56_30","CV56","P51888","PRELP","PRELP",8.89107,"CVD2",30
"CV82_31","CV82","P51888","PRELP","PRELP",9.27551,"CVD2",31
"CV23_32","CV23","P51888","PRELP","PRELP",8.94729,"CVD2",32
"CV37_33","CV37","P51888","PRELP","PRELP",8.75695,"CVD2",33
"CV34_34","CV34","P51888","PRELP","PRELP",8.691,"CVD2",34
"CV58_35","CV58","P51888","PRELP","PRELP",9.04089,"CVD2",35
"CV22_36","CV22","P51888","PRELP","PRELP",9.04772,"CVD2",36
"CV65_37","CV65","P51888","PRELP","PRELP",8.54131,"CVD2",37
"CV79_38","CV79","P51888","PRELP","PRELP",9.23817,"CVD2",38
"CV1_39","CV1","P51888","PRELP","PRELP",8.71148,"CVD2",39
"CV51_40","CV51","P51888","PRELP","PRELP",8.8942,"CVD2",40
"CV42_41","CV42","P51888","PRELP","PRELP",9.28357,"CVD2",41
"CV19_42","CV19","P51888","PRELP","PRELP",9.11366,"CVD2",42
"CV70_43","CV70","P51888","PRELP","PRELP",9.22124,"CVD2",43
"C78_44","C78","P51888","PRELP","PRELP",8.99757,"CVD2",44
"CV10_45","CV10","P51888","PRELP","PRELP",8.63069,"CVD2",45
"CV8_46","CV8","P51888","PRELP","PRELP",8.47474,"CVD2",46
"CV60_47","CV60","P51888","PRELP","PRELP",8.97653,"CVD2",47
"CV35_48","CV35","P51888","PRELP","PRELP",8.67725,"CVD2",48
"CV48_49","CV48","P51888","PRELP","PRELP",9.07876,"CVD2",49
"CV76_50","CV76","P51888","PRELP","PRELP",9.10238,"CVD2",50
"CV12_51","CV12","P51888","PRELP","PRELP",9.10191,"CVD2",51
"C58_52","C58","P51888","PRELP","PRELP",8.95593,"CVD2",52
"CV53_53","CV53","P51888","PRELP","PRELP",8.66272,"CVD2",53
"CV50_54","CV50","P51888","PRELP","PRELP",8.94425,"CVD2",54
"CV32_56","CV32","P51888","PRELP","PRELP",9.05658,"CVD2",56
"C197_57","C197","P51888","PRELP","PRELP",9.05508,"CVD2",57
"CV18_58","CV18","P51888","PRELP","PRELP",8.83265,"CVD2",58
"CV29_59","CV29","P51888","PRELP","PRELP",8.79744,"CVD2",59
"CV34_60","CV34","P51888","PRELP","PRELP",8.98585,"CVD2",60
"CV41_61","CV41","P51888","PRELP","PRELP",9.00886,"CVD2",61
"CV9_62","CV9","P51888","PRELP","PRELP",9.00996,"CVD2",62
"CV74_63","CV74","P51888","PRELP","PRELP",9.08482,"CVD2",63
"CV16_64","CV16","P51888","PRELP","PRELP",8.83433,"CVD2",64
"CV21_1","CV21","P09601","HMOX1","HO-1",12.80877,"CVD2",1
"C161_2","C161","P09601","HMOX1","HO-1",12.01432,"CVD2",2
"C173_3","C173","P09601","HMOX1","HO-1",11.75274,"CVD2",3
"CV11_4","CV11","P09601","HMOX1","HO-1",12.35698,"CVD2",4
"CV59_5","CV59","P09601","HMOX1","HO-1",12.66088,"CVD2",5
"C193_6","C193","P09601","HMOX1","HO-1",10.93183,"CVD2",6
"C33_7","C33","P09601","HMOX1","HO-1",11.77821,"CVD2",7
"CV39_8","CV39","P09601","HMOX1","HO-1",12.7373,"CVD2",8
"CV6_9","CV6","P09601","HMOX1","HO-1",12.1546,"CVD2",9
"CV38_10","CV38","P09601","HMOX1","HO-1",12.70997,"CVD2",10
"CV4_11","CV4","P09601","HMOX1","HO-1",12.47018,"CVD2",11
"C195_12","C195","P09601","HMOX1","HO-1",12.20506,"CVD2",12
"CV1_13","CV1","P09601","HMOX1","HO-1",12.1899,"CVD2",13
"C237_14","C237","P09601","HMOX1","HO-1",11.48246,"CVD2",14
"CV2_15","CV2","P09601","HMOX1","HO-1",12.36567,"CVD2",15
"CV42_17","CV42","P09601","HMOX1","HO-1",12.74796,"CVD2",17
"CV79_18","CV79","P09601","HMOX1","HO-1",12.43082,"CVD2",18
"CV3_19","CV3","P09601","HMOX1","HO-1",12.20477,"CVD2",19
"CV36_20","CV36","P09601","HMOX1","HO-1",11.63995,"CVD2",20
"CV55_21","CV55","P09601","HMOX1","HO-1",12.47147,"CVD2",21
"C246_22","C246","P09601","HMOX1","HO-1",11.63749,"CVD2",22
"CV30_23","CV30","P09601","HMOX1","HO-1",12.80445,"CVD2",23
"CV19_24","CV19","P09601","HMOX1","HO-1",12.58484,"CVD2",24
"CV13_25","CV13","P09601","HMOX1","HO-1",12.52096,"CVD2",25
"C137_26","C137","P09601","HMOX1","HO-1",11.16911,"CVD2",26
"CV47_27","CV47","P09601","HMOX1","HO-1",12.98795,"CVD2",27
"CV29_28","CV29","P09601","HMOX1","HO-1",13.09823,"CVD2",28
"CV14_29","CV14","P09601","HMOX1","HO-1",12.71115,"CVD2",29
"CV56_30","CV56","P09601","HMOX1","HO-1",12.1694,"CVD2",30
"CV82_31","CV82","P09601","HMOX1","HO-1",12.90578,"CVD2",31
"CV23_32","CV23","P09601","HMOX1","HO-1",11.82841,"CVD2",32
"CV37_33","CV37","P09601","HMOX1","HO-1",12.72109,"CVD2",33
"CV34_34","CV34","P09601","HMOX1","HO-1",11.44636,"CVD2",34
"CV58_35","CV58","P09601","HMOX1","HO-1",12.78552,"CVD2",35
"CV22_36","CV22","P09601","HMOX1","HO-1",12.66156,"CVD2",36
"CV65_37","CV65","P09601","HMOX1","HO-1",12.46969,"CVD2",37
"CV79_38","CV79","P09601","HMOX1","HO-1",12.48608,"CVD2",38
"CV1_39","CV1","P09601","HMOX1","HO-1",12.61015,"CVD2",39
"CV51_40","CV51","P09601","HMOX1","HO-1",12.43492,"CVD2",40
"CV42_41","CV42","P09601","HMOX1","HO-1",12.90505,"CVD2",41
"CV19_42","CV19","P09601","HMOX1","HO-1",12.68542,"CVD2",42
"CV70_43","CV70","P09601","HMOX1","HO-1",12.54782,"CVD2",43
"C78_44","C78","P09601","HMOX1","HO-1",12.33847,"CVD2",44
"CV10_45","CV10","P09601","HMOX1","HO-1",12.39671,"CVD2",45
"CV8_46","CV8","P09601","HMOX1","HO-1",11.99528,"CVD2",46
"CV60_47","CV60","P09601","HMOX1","HO-1",12.76729,"CVD2",47
"CV35_48","CV35","P09601","HMOX1","HO-1",12.28865,"CVD2",48
"CV48_49","CV48","P09601","HMOX1","HO-1",12.6162,"CVD2",49
"CV76_50","CV76","P09601","HMOX1","HO-1",12.29549,"CVD2",50
"CV12_51","CV12","P09601","HMOX1","HO-1",12.71608,"CVD2",51
"C58_52","C58","P09601","HMOX1","HO-1",12.3976,"CVD2",52
"CV53_53","CV53","P09601","HMOX1","HO-1",12.6892,"CVD2",53
"CV50_54","CV50","P09601","HMOX1","HO-1",12.53434,"CVD2",54
"CV32_56","CV32","P09601","HMOX1","HO-1",12.51149,"CVD2",56
"C197_57","C197","P09601","HMOX1","HO-1",11.08087,"CVD2",57
"CV18_58","CV18","P09601","HMOX1","HO-1",12.46665,"CVD2",58
"CV29_59","CV29","P09601","HMOX1","HO-1",12.64939,"CVD2",59
"CV34_60","CV34","P09601","HMOX1","HO-1",11.66499,"CVD2",60
"CV41_61","CV41","P09601","HMOX1","HO-1",12.69615,"CVD2",61
"CV9_62","CV9","P09601","HMOX1","HO-1",12.65926,"CVD2",62
"CV74_63","CV74","P09601","HMOX1","HO-1",11.81761,"CVD2",63
"CV16_64","CV16","P09601","HMOX1","HO-1",12.87763,"CVD2",64
"CV21_1","CV21","Q14005","IL16","IL16",8.8353,"CVD2",1
"C161_2","C161","Q14005","IL16","IL16",8.9684,"CVD2",2
"C173_3","C173","Q14005","IL16","IL16",8.33774,"CVD2",3
"CV11_4","CV11","Q14005","IL16","IL16",9.02618,"CVD2",4
"CV59_5","CV59","Q14005","IL16","IL16",9.18598,"CVD2",5
"C193_6","C193","Q14005","IL16","IL16",8.85953,"CVD2",6
"C33_7","C33","Q14005","IL16","IL16",8.03436,"CVD2",7
"CV39_8","CV39","Q14005","IL16","IL16",8.51837,"CVD2",8
"CV6_9","CV6","Q14005","IL16","IL16",8.48309,"CVD2",9
"CV38_10","CV38","Q14005","IL16","IL16",8.99866,"CVD2",10
"CV4_11","CV4","Q14005","IL16","IL16",8.65596,"CVD2",11
"C195_12","C195","Q14005","IL16","IL16",8.66024,"CVD2",12
"CV1_13","CV1","Q14005","IL16","IL16",8.33037,"CVD2",13
"C237_14","C237","Q14005","IL16","IL16",8.47864,"CVD2",14
"CV2_15","CV2","Q14005","IL16","IL16",8.48908,"CVD2",15
"CV42_17","CV42","Q14005","IL16","IL16",8.82859,"CVD2",17
"CV79_18","CV79","Q14005","IL16","IL16",8.62406,"CVD2",18
"CV3_19","CV3","Q14005","IL16","IL16",7.87267,"CVD2",19
"CV36_20","CV36","Q14005","IL16","IL16",8.64157,"CVD2",20
"CV55_21","CV55","Q14005","IL16","IL16",8.61882,"CVD2",21
"C246_22","C246","Q14005","IL16","IL16",8.5883,"CVD2",22
"CV30_23","CV30","Q14005","IL16","IL16",8.71756,"CVD2",23
"CV19_24","CV19","Q14005","IL16","IL16",8.47145,"CVD2",24
"CV13_25","CV13","Q14005","IL16","IL16",8.55629,"CVD2",25
"C137_26","C137","Q14005","IL16","IL16",8.56121,"CVD2",26
"CV47_27","CV47","Q14005","IL16","IL16",8.67579,"CVD2",27
"CV29_28","CV29","Q14005","IL16","IL16",8.74901,"CVD2",28
"CV14_29","CV14","Q14005","IL16","IL16",8.52384,"CVD2",29
"CV56_30","CV56","Q14005","IL16","IL16",8.87354,"CVD2",30
"CV82_31","CV82","Q14005","IL16","IL16",8.73708,"CVD2",31
"CV23_32","CV23","Q14005","IL16","IL16",8.22858,"CVD2",32
"CV37_33","CV37","Q14005","IL16","IL16",8.44856,"CVD2",33
"CV34_34","CV34","Q14005","IL16","IL16",7.74178,"CVD2",34
"CV58_35","CV58","Q14005","IL16","IL16",9.13448,"CVD2",35
"CV22_36","CV22","Q14005","IL16","IL16",8.66674,"CVD2",36
"CV65_37","CV65","Q14005","IL16","IL16",7.54736,"CVD2",37
"CV79_38","CV79","Q14005","IL16","IL16",8.59257,"CVD2",38
"CV1_39","CV1","Q14005","IL16","IL16",8.75424,"CVD2",39
"CV51_40","CV51","Q14005","IL16","IL16",8.47503,"CVD2",40
"CV42_41","CV42","Q14005","IL16","IL16",8.77485,"CVD2",41
"CV19_42","CV19","Q14005","IL16","IL16",8.71417,"CVD2",42
"CV70_43","CV70","Q14005","IL16","IL16",8.36556,"CVD2",43
"C78_44","C78","Q14005","IL16","IL16",8.66216,"CVD2",44
"CV10_45","CV10","Q14005","IL16","IL16",8.46607,"CVD2",45
"CV8_46","CV8","Q14005","IL16","IL16",8.7327,"CVD2",46
"CV60_47","CV60","Q14005","IL16","IL16",8.7186,"CVD2",47
"CV35_48","CV35","Q14005","IL16","IL16",8.44686,"CVD2",48
"CV48_49","CV48","Q14005","IL16","IL16",8.70097,"CVD2",49
"CV76_50","CV76","Q14005","IL16","IL16",8.98314,"CVD2",50
"CV12_51","CV12","Q14005","IL16","IL16",8.57173,"CVD2",51
"C58_52","C58","Q14005","IL16","IL16",8.06602,"CVD2",52
"CV53_53","CV53","Q14005","IL16","IL16",8.38199,"CVD2",53
"CV50_54","CV50","Q14005","IL16","IL16",9.04192,"CVD2",54
"CV32_56","CV32","Q14005","IL16","IL16",8.29371,"CVD2",56
"C197_57","C197","Q14005","IL16","IL16",8.40608,"CVD2",57
"CV18_58","CV18","Q14005","IL16","IL16",9.22629,"CVD2",58
"CV29_59","CV29","Q14005","IL16","IL16",8.74612,"CVD2",59
"CV34_60","CV34","Q14005","IL16","IL16",7.78265,"CVD2",60
"CV41_61","CV41","Q14005","IL16","IL16",8.36877,"CVD2",61
"CV9_62","CV9","Q14005","IL16","IL16",8.60406,"CVD2",62
"CV74_63","CV74","Q14005","IL16","IL16",7.25099,"CVD2",63
"CV16_64","CV16","Q14005","IL16","IL16",8.23708,"CVD2",64
"CV21_1","CV21","Q99523","SORT1","SORT1",9.77904,"CVD2",1
"C161_2","C161","Q99523","SORT1","SORT1",8.78764,"CVD2",2
"C173_3","C173","Q99523","SORT1","SORT1",9.5796,"CVD2",3
"CV11_4","CV11","Q99523","SORT1","SORT1",9.90337,"CVD2",4
"CV59_5","CV59","Q99523","SORT1","SORT1",9.80024,"CVD2",5
"C193_6","C193","Q99523","SORT1","SORT1",8.93163,"CVD2",6
"C33_7","C33","Q99523","SORT1","SORT1",8.97172,"CVD2",7
"CV39_8","CV39","Q99523","SORT1","SORT1",10.02352,"CVD2",8
"CV6_9","CV6","Q99523","SORT1","SORT1",9.49275,"CVD2",9
"CV38_10","CV38","Q99523","SORT1","SORT1",9.98215,"CVD2",10
"CV4_11","CV4","Q99523","SORT1","SORT1",9.68723,"CVD2",11
"C195_12","C195","Q99523","SORT1","SORT1",8.96825,"CVD2",12
"CV1_13","CV1","Q99523","SORT1","SORT1",9.43902,"CVD2",13
"C237_14","C237","Q99523","SORT1","SORT1",9.42799,"CVD2",14
"CV2_15","CV2","Q99523","SORT1","SORT1",9.6598,"CVD2",15
"CV42_17","CV42","Q99523","SORT1","SORT1",9.68965,"CVD2",17
"CV79_18","CV79","Q99523","SORT1","SORT1",9.81209,"CVD2",18
"CV3_19","CV3","Q99523","SORT1","SORT1",8.57479,"CVD2",19
"CV36_20","CV36","Q99523","SORT1","SORT1",9.78705,"CVD2",20
"CV55_21","CV55","Q99523","SORT1","SORT1",10.04288,"CVD2",21
"C246_22","C246","Q99523","SORT1","SORT1",9.41374,"CVD2",22
"CV30_23","CV30","Q99523","SORT1","SORT1",9.56193,"CVD2",23
"CV19_24","CV19","Q99523","SORT1","SORT1",9.51264,"CVD2",24
"CV13_25","CV13","Q99523","SORT1","SORT1",10.02547,"CVD2",25
"C137_26","C137","Q99523","SORT1","SORT1",8.86799,"CVD2",26
"CV47_27","CV47","Q99523","SORT1","SORT1",9.93819,"CVD2",27
"CV29_28","CV29","Q99523","SORT1","SORT1",10.17438,"CVD2",28
"CV14_29","CV14","Q99523","SORT1","SORT1",8.99658,"CVD2",29
"CV56_30","CV56","Q99523","SORT1","SORT1",9.69055,"CVD2",30
"CV82_31","CV82","Q99523","SORT1","SORT1",10.21325,"CVD2",31
"CV23_32","CV23","Q99523","SORT1","SORT1",9.48345,"CVD2",32
"CV37_33","CV37","Q99523","SORT1","SORT1",9.90001,"CVD2",33
"CV34_34","CV34","Q99523","SORT1","SORT1",9.28455,"CVD2",34
"CV58_35","CV58","Q99523","SORT1","SORT1",10.19843,"CVD2",35
"CV22_36","CV22","Q99523","SORT1","SORT1",9.49815,"CVD2",36
"CV65_37","CV65","Q99523","SORT1","SORT1",8.218,"CVD2",37
"CV79_38","CV79","Q99523","SORT1","SORT1",9.86199,"CVD2",38
"CV1_39","CV1","Q99523","SORT1","SORT1",9.75644,"CVD2",39
"CV51_40","CV51","Q99523","SORT1","SORT1",9.13152,"CVD2",40
"CV42_41","CV42","Q99523","SORT1","SORT1",9.9476,"CVD2",41
"CV19_42","CV19","Q99523","SORT1","SORT1",9.63162,"CVD2",42
"CV70_43","CV70","Q99523","SORT1","SORT1",9.79424,"CVD2",43
"C78_44","C78","Q99523","SORT1","SORT1",9.96288,"CVD2",44
"CV10_45","CV10","Q99523","SORT1","SORT1",9.19217,"CVD2",45
"CV8_46","CV8","Q99523","SORT1","SORT1",9.41513,"CVD2",46
"CV60_47","CV60","Q99523","SORT1","SORT1",9.7751,"CVD2",47
"CV35_48","CV35","Q99523","SORT1","SORT1",9.43768,"CVD2",48
"CV48_49","CV48","Q99523","SORT1","SORT1",9.82907,"CVD2",49
"CV76_50","CV76","Q99523","SORT1","SORT1",9.74323,"CVD2",50
"CV12_51","CV12","Q99523","SORT1","SORT1",9.41349,"CVD2",51
"C58_52","C58","Q99523","SORT1","SORT1",9.36384,"CVD2",52
"CV53_53","CV53","Q99523","SORT1","SORT1",9.75261,"CVD2",53
"CV50_54","CV50","Q99523","SORT1","SORT1",9.51727,"CVD2",54
"CV32_56","CV32","Q99523","SORT1","SORT1",9.6063,"CVD2",56
"C197_57","C197","Q99523","SORT1","SORT1",9.30856,"CVD2",57
"CV18_58","CV18","Q99523","SORT1","SORT1",9.718,"CVD2",58
"CV29_59","CV29","Q99523","SORT1","SORT1",9.85826,"CVD2",59
"CV34_60","CV34","Q99523","SORT1","SORT1",9.51113,"CVD2",60
"CV41_61","CV41","Q99523","SORT1","SORT1",9.15898,"CVD2",61
"CV9_62","CV9","Q99523","SORT1","SORT1",9.91289,"CVD2",62
"CV74_63","CV74","Q99523","SORT1","SORT1",9.14309,"CVD2",63
"CV16_64","CV16","Q99523","SORT1","SORT1",9.47733,"CVD2",64
"CV21_1","CV21","P31997","CEACAM8","CEACAM8",8.14178,"CVD2",1
"C161_2","C161","P31997","CEACAM8","CEACAM8",8.14695,"CVD2",2
"C173_3","C173","P31997","CEACAM8","CEACAM8",8.00141,"CVD2",3
"CV11_4","CV11","P31997","CEACAM8","CEACAM8",8.44878,"CVD2",4
"CV59_5","CV59","P31997","CEACAM8","CEACAM8",8.50859,"CVD2",5
"C193_6","C193","P31997","CEACAM8","CEACAM8",8.25679,"CVD2",6
"C33_7","C33","P31997","CEACAM8","CEACAM8",7.61241,"CVD2",7
"CV39_8","CV39","P31997","CEACAM8","CEACAM8",7.53015,"CVD2",8
"CV6_9","CV6","P31997","CEACAM8","CEACAM8",8.20322,"CVD2",9
"CV38_10","CV38","P31997","CEACAM8","CEACAM8",8.04193,"CVD2",10
"CV4_11","CV4","P31997","CEACAM8","CEACAM8",7.7376,"CVD2",11
"C195_12","C195","P31997","CEACAM8","CEACAM8",8.26332,"CVD2",12
"CV1_13","CV1","P31997","CEACAM8","CEACAM8",7.78869,"CVD2",13
"C237_14","C237","P31997","CEACAM8","CEACAM8",8.45047,"CVD2",14
"CV2_15","CV2","P31997","CEACAM8","CEACAM8",8.05203,"CVD2",15
"CV42_17","CV42","P31997","CEACAM8","CEACAM8",8.38341,"CVD2",17
"CV79_18","CV79","P31997","CEACAM8","CEACAM8",7.33211,"CVD2",18
"CV3_19","CV3","P31997","CEACAM8","CEACAM8",7.7405,"CVD2",19
"CV36_20","CV36","P31997","CEACAM8","CEACAM8",8.22581,"CVD2",20
"CV55_21","CV55","P31997","CEACAM8","CEACAM8",8.24686,"CVD2",21
"C246_22","C246","P31997","CEACAM8","CEACAM8",8.70908,"CVD2",22
"CV30_23","CV30","P31997","CEACAM8","CEACAM8",8.19227,"CVD2",23
"CV19_24","CV19","P31997","CEACAM8","CEACAM8",7.42031,"CVD2",24
"CV13_25","CV13","P31997","CEACAM8","CEACAM8",8.23428,"CVD2",25
"C137_26","C137","P31997","CEACAM8","CEACAM8",8.11573,"CVD2",26
"CV47_27","CV47","P31997","CEACAM8","CEACAM8",8.24085,"CVD2",27
"CV29_28","CV29","P31997","CEACAM8","CEACAM8",8.71562,"CVD2",28
"CV14_29","CV14","P31997","CEACAM8","CEACAM8",8.17262,"CVD2",29
"CV56_30","CV56","P31997","CEACAM8","CEACAM8",8.33712,"CVD2",30
"CV82_31","CV82","P31997","CEACAM8","CEACAM8",7.96959,"CVD2",31
"CV23_32","CV23","P31997","CEACAM8","CEACAM8",8.06485,"CVD2",32
"CV37_33","CV37","P31997","CEACAM8","CEACAM8",8.30701,"CVD2",33
"CV34_34","CV34","P31997","CEACAM8","CEACAM8",7.66036,"CVD2",34
"CV58_35","CV58","P31997","CEACAM8","CEACAM8",8.46448,"CVD2",35
"CV22_36","CV22","P31997","CEACAM8","CEACAM8",7.79532,"CVD2",36
"CV65_37","CV65","P31997","CEACAM8","CEACAM8",7.45634,"CVD2",37
"CV79_38","CV79","P31997","CEACAM8","CEACAM8",7.1901,"CVD2",38
"CV1_39","CV1","P31997","CEACAM8","CEACAM8",8.06551,"CVD2",39
"CV51_40","CV51","P31997","CEACAM8","CEACAM8",6.9341,"CVD2",40
"CV42_41","CV42","P31997","CEACAM8","CEACAM8",7.8397,"CVD2",41
"CV19_42","CV19","P31997","CEACAM8","CEACAM8",7.55737,"CVD2",42
"CV70_43","CV70","P31997","CEACAM8","CEACAM8",7.96069,"CVD2",43
"C78_44","C78","P31997","CEACAM8","CEACAM8",8.45679,"CVD2",44
"CV10_45","CV10","P31997","CEACAM8","CEACAM8",7.78071,"CVD2",45
"CV8_46","CV8","P31997","CEACAM8","CEACAM8",8.58335,"CVD2",46
"CV60_47","CV60","P31997","CEACAM8","CEACAM8",8.45744,"CVD2",47
"CV35_48","CV35","P31997","CEACAM8","CEACAM8",7.85379,"CVD2",48
"CV48_49","CV48","P31997","CEACAM8","CEACAM8",8.36971,"CVD2",49
"CV76_50","CV76","P31997","CEACAM8","CEACAM8",8.44955,"CVD2",50
"CV12_51","CV12","P31997","CEACAM8","CEACAM8",7.15915,"CVD2",51
"C58_52","C58","P31997","CEACAM8","CEACAM8",7.74279,"CVD2",52
"CV53_53","CV53","P31997","CEACAM8","CEACAM8",8.1385,"CVD2",53
"CV50_54","CV50","P31997","CEACAM8","CEACAM8",8.25269,"CVD2",54
"CV32_56","CV32","P31997","CEACAM8","CEACAM8",8.41237,"CVD2",56
"C197_57","C197","P31997","CEACAM8","CEACAM8",7.9281,"CVD2",57
"CV18_58","CV18","P31997","CEACAM8","CEACAM8",8.85645,"CVD2",58
"CV29_59","CV29","P31997","CEACAM8","CEACAM8",7.94378,"CVD2",59
"CV34_60","CV34","P31997","CEACAM8","CEACAM8",7.35702,"CVD2",60
"CV41_61","CV41","P31997","CEACAM8","CEACAM8",7.89031,"CVD2",61
"CV9_62","CV9","P31997","CEACAM8","CEACAM8",8.42814,"CVD2",62
"CV74_63","CV74","P31997","CEACAM8","CEACAM8",7.3089,"CVD2",63
"CV16_64","CV16","P31997","CEACAM8","CEACAM8",8.13328,"CVD2",64
"CV21_1","CV21","P26022","PTX3","PTX3",4.53483,"CVD2",1
"C161_2","C161","P26022","PTX3","PTX3",3.80131,"CVD2",2
"C173_3","C173","P26022","PTX3","PTX3",3.67629,"CVD2",3
"CV11_4","CV11","P26022","PTX3","PTX3",5.35965,"CVD2",4
"CV59_5","CV59","P26022","PTX3","PTX3",5.62553,"CVD2",5
"C193_6","C193","P26022","PTX3","PTX3",4.39283,"CVD2",6
"C33_7","C33","P26022","PTX3","PTX3",3.55299,"CVD2",7
"CV39_8","CV39","P26022","PTX3","PTX3",4.16382,"CVD2",8
"CV6_9","CV6","P26022","PTX3","PTX3",4.25472,"CVD2",9
"CV38_10","CV38","P26022","PTX3","PTX3",5.28,"CVD2",10
"CV4_11","CV4","P26022","PTX3","PTX3",4.48664,"CVD2",11
"C195_12","C195","P26022","PTX3","PTX3",5.02946,"CVD2",12
"CV1_13","CV1","P26022","PTX3","PTX3",4.81927,"CVD2",13
"C237_14","C237","P26022","PTX3","PTX3",4.67125,"CVD2",14
"CV2_15","CV2","P26022","PTX3","PTX3",4.14972,"CVD2",15
"CV42_17","CV42","P26022","PTX3","PTX3",6.48564,"CVD2",17
"CV79_18","CV79","P26022","PTX3","PTX3",4.67169,"CVD2",18
"CV3_19","CV3","P26022","PTX3","PTX3",4.55949,"CVD2",19
"CV36_20","CV36","P26022","PTX3","PTX3",4.69772,"CVD2",20
"CV55_21","CV55","P26022","PTX3","PTX3",5.21372,"CVD2",21
"C246_22","C246","P26022","PTX3","PTX3",4.49915,"CVD2",22
"CV30_23","CV30","P26022","PTX3","PTX3",4.66937,"CVD2",23
"CV19_24","CV19","P26022","PTX3","PTX3",4.45239,"CVD2",24
"CV13_25","CV13","P26022","PTX3","PTX3",5.74108,"CVD2",25
"C137_26","C137","P26022","PTX3","PTX3",4.09321,"CVD2",26
"CV47_27","CV47","P26022","PTX3","PTX3",5.11109,"CVD2",27
"CV29_28","CV29","P26022","PTX3","PTX3",5.18082,"CVD2",28
"CV14_29","CV14","P26022","PTX3","PTX3",4.98042,"CVD2",29
"CV56_30","CV56","P26022","PTX3","PTX3",5.15467,"CVD2",30
"CV82_31","CV82","P26022","PTX3","PTX3",4.89962,"CVD2",31
"CV23_32","CV23","P26022","PTX3","PTX3",3.40705,"CVD2",32
"CV37_33","CV37","P26022","PTX3","PTX3",4.37529,"CVD2",33
"CV34_34","CV34","P26022","PTX3","PTX3",3.62438,"CVD2",34
"CV58_35","CV58","P26022","PTX3","PTX3",5.10749,"CVD2",35
"CV22_36","CV22","P26022","PTX3","PTX3",4.56715,"CVD2",36
"CV65_37","CV65","P26022","PTX3","PTX3",5.16033,"CVD2",37
"CV79_38","CV79","P26022","PTX3","PTX3",4.51248,"CVD2",38
"CV1_39","CV1","P26022","PTX3","PTX3",4.78805,"CVD2",39
"CV51_40","CV51","P26022","PTX3","PTX3",4.531,"CVD2",40
"CV42_41","CV42","P26022","PTX3","PTX3",5.32101,"CVD2",41
"CV19_42","CV19","P26022","PTX3","PTX3",4.79377,"CVD2",42
"CV70_43","CV70","P26022","PTX3","PTX3",5.2332,"CVD2",43
"C78_44","C78","P26022","PTX3","PTX3",5.58388,"CVD2",44
"CV10_45","CV10","P26022","PTX3","PTX3",4.08783,"CVD2",45
"CV8_46","CV8","P26022","PTX3","PTX3",5.34085,"CVD2",46
"CV60_47","CV60","P26022","PTX3","PTX3",5.65955,"CVD2",47
"CV35_48","CV35","P26022","PTX3","PTX3",3.94862,"CVD2",48
"CV48_49","CV48","P26022","PTX3","PTX3",4.87897,"CVD2",49
"CV76_50","CV76","P26022","PTX3","PTX3",6.13897,"CVD2",50
"CV12_51","CV12","P26022","PTX3","PTX3",4.09306,"CVD2",51
"C58_52","C58","P26022","PTX3","PTX3",4.24619,"CVD2",52
"CV53_53","CV53","P26022","PTX3","PTX3",4.71729,"CVD2",53
"CV50_54","CV50","P26022","PTX3","PTX3",4.84597,"CVD2",54
"CV32_56","CV32","P26022","PTX3","PTX3",5.10926,"CVD2",56
"C197_57","C197","P26022","PTX3","PTX3",4.18335,"CVD2",57
"CV18_58","CV18","P26022","PTX3","PTX3",4.95619,"CVD2",58
"CV29_59","CV29","P26022","PTX3","PTX3",4.36696,"CVD2",59
"CV34_60","CV34","P26022","PTX3","PTX3",3.3228,"CVD2",60
