"SampleID","Individual_ID","UniProt","GeneID","Assay","NPX","Panel","Index"
"CV42_41","CV42","Q04759","PRKCQ","PRKCQ",2.54487,"IR",41
"CV19_42","CV19","Q04759","PRKCQ","PRKCQ",1.28979,"IR",42
"CV70_43","CV70","Q04759","PRKCQ","PRKCQ",1.88867,"IR",43
"C78_44","C78","Q04759","PRKCQ","PRKCQ",1.146,"IR",44
"CV10_45","CV10","Q04759","PRKCQ","PRKCQ",0.13805,"IR",45
"CV8_46","CV8","Q04759","PRKCQ","PRKCQ",0.9453,"IR",46
"CV60_47","CV60","Q04759","PRKCQ","PRKCQ",1.39884,"IR",47
"CV35_48","CV35","Q04759","PRKCQ","PRKCQ",1.00338,"IR",48
"CV48_49","CV48","Q04759","PRKCQ","PRKCQ",1.84017,"IR",49
"CV76_50","CV76","Q04759","PRKCQ","PRKCQ",0.64044,"IR",50
"CV12_51","CV12","Q04759","PRKCQ","PRKCQ",0.47159,"IR",51
"C58_52","C58","Q04759","PRKCQ","PRKCQ",-0.1862,"IR",52
"CV53_53","CV53","Q04759","PRKCQ","PRKCQ",1.03771,"IR",53
"CV50_54","CV50","Q04759","PRKCQ","PRKCQ",1.64622,"IR",54
"CV32_56","CV32","Q04759","PRKCQ","PRKCQ",1.01581,"IR",56
"C197_57","C197","Q04759","PRKCQ","PRKCQ",1.35846,"IR",57
"CV18_58","CV18","Q04759","PRKCQ","PRKCQ",0.95583,"IR",58
"CV29_59","CV29","Q04759","PRKCQ","PRKCQ",1.66722,"IR",59
"CV34_60","CV34","Q04759","PRKCQ","PRKCQ",0.60743,"IR",60
"CV41_61","CV41","Q04759","PRKCQ","PRKCQ",0.45149,"IR",61
"CV9_62","CV9","Q04759","PRKCQ","PRKCQ",0.43036,"IR",62
"CV74_63","CV74","Q04759","PRKCQ","PRKCQ",0.9875,"IR",63
"CV16_64","CV16","Q04759","PRKCQ","PRKCQ",0.41361,"IR",64
"CV21_1","CV21","P16455","MGMT","MGMT",5.72663,"IR",1
"C161_2","C161","P16455","MGMT","MGMT",4.62865,"IR",2
"C173_3","C173","P16455","MGMT","MGMT",4.6787,"IR",3
"CV11_4","CV11","P16455","MGMT","MGMT",7.11303,"IR",4
"CV59_5","CV59","P16455","MGMT","MGMT",5.31151,"IR",5
"C193_6","C193","P16455","MGMT","MGMT",4.32903,"IR",6
"C33_7","C33","P16455","MGMT","MGMT",3.80226,"IR",7
"CV39_8","CV39","P16455","MGMT","MGMT",5.34706,"IR",8
"CV6_9","CV6","P16455","MGMT","MGMT",4.94115,"IR",9
"CV38_10","CV38","P16455","MGMT","MGMT",4.0539,"IR",10
"CV4_11","CV4","P16455","MGMT","MGMT",5.55068,"IR",11
"C195_12","C195","P16455","MGMT","MGMT",4.11656,"IR",12
"CV1_13","CV1","P16455","MGMT","MGMT",5.25368,"IR",13
"C237_14","C237","P16455","MGMT","MGMT",3.933,"IR",14
"CV2_15","CV2","P16455","MGMT","MGMT",3.81819,"IR",15
"C189_16","C189","P16455","MGMT","MGMT",5.56545,"IR",16
"CV42_17","CV42","P16455","MGMT","MGMT",6.26417,"IR",17
"CV79_18","CV79","P16455","MGMT","MGMT",5.82979,"IR",18
"CV3_19","CV3","P16455","MGMT","MGMT",3.99289,"IR",19
"CV36_20","CV36","P16455","MGMT","MGMT",4.81107,"IR",20
"CV55_21","CV55","P16455","MGMT","MGMT",4.77229,"IR",21
"C246_22","C246","P16455","MGMT","MGMT",3.58404,"IR",22
"CV30_23","CV30","P16455","MGMT","MGMT",4.4281,"IR",23
"CV19_24","CV19","P16455","MGMT","MGMT",4.14154,"IR",24
"CV13_25","CV13","P16455","MGMT","MGMT",5.95036,"IR",25
"C137_26","C137","P16455","MGMT","MGMT",3.361,"IR",26
"CV47_27","CV47","P16455","MGMT","MGMT",4.52841,"IR",27
"CV29_28","CV29","P16455","MGMT","MGMT",4.93565,"IR",28
"CV14_29","CV14","P16455","MGMT","MGMT",5.85786,"IR",29
"CV56_30","CV56","P16455","MGMT","MGMT",5.23095,"IR",30
"CV82_31","CV82","P16455","MGMT","MGMT",6.46373,"IR",31
"CV23_32","CV23","P16455","MGMT","MGMT",4.32819,"IR",32
"CV37_33","CV37","P16455","MGMT","MGMT",5.44201,"IR",33
"CV34_34","CV34","P16455","MGMT","MGMT",4.20067,"IR",34
"CV58_35","CV58","P16455","MGMT","MGMT",6.25255,"IR",35
"CV22_36","CV22","P16455","MGMT","MGMT",4.42927,"IR",36
"CV65_37","CV65","P16455","MGMT","MGMT",4.13963,"IR",37
"CV79_38","CV79","P16455","MGMT","MGMT",5.57968,"IR",38
"CV1_39","CV1","P16455","MGMT","MGMT",4.25679,"IR",39
"CV51_40","CV51","P16455","MGMT","MGMT",4.50501,"IR",40
"CV42_41","CV42","P16455","MGMT","MGMT",5.34028,"IR",41
"CV19_42","CV19","P16455","MGMT","MGMT",4.37227,"IR",42
"CV70_43","CV70","P16455","MGMT","MGMT",6.41753,"IR",43
"C78_44","C78","P16455","MGMT","MGMT",5.58514,"IR",44
"CV10_45","CV10","P16455","MGMT","MGMT",2.64001,"IR",45
"CV8_46","CV8","P16455","MGMT","MGMT",5.44485,"IR",46
"CV60_47","CV60","P16455","MGMT","MGMT",3.76172,"IR",47
"CV35_48","CV35","P16455","MGMT","MGMT",4.99271,"IR",48
"CV48_49","CV48","P16455","MGMT","MGMT",4.62022,"IR",49
"CV76_50","CV76","P16455","MGMT","MGMT",5.61905,"IR",50
"CV12_51","CV12","P16455","MGMT","MGMT",3.69953,"IR",51
"C58_52","C58","P16455","MGMT","MGMT",3.68871,"IR",52
"CV53_53","CV53","P16455","MGMT","MGMT",5.17638,"IR",53
"CV50_54","CV50","P16455","MGMT","MGMT",4.87087,"IR",54
"CV32_56","CV32","P16455","MGMT","MGMT",4.03862,"IR",56
"C197_57","C197","P16455","MGMT","MGMT",3.19664,"IR",57
"CV18_58","CV18","P16455","MGMT","MGMT",5.45743,"IR",58
"CV29_59","CV29","P16455","MGMT","MGMT",5.22766,"IR",59
"CV34_60","CV34","P16455","MGMT","MGMT",4.26215,"IR",60
"CV41_61","CV41","P16455","MGMT","MGMT",4.31795,"IR",61
"CV9_62","CV9","P16455","MGMT","MGMT",5.7088,"IR",62
"CV74_63","CV74","P16455","MGMT","MGMT",2.73842,"IR",63
"CV16_64","CV16","P16455","MGMT","MGMT",6.08193,"IR",64
"CV21_1","CV21","Q9NP99","TREM1","TREM1",5.54217,"IR",1
"C161_2","C161","Q9NP99","TREM1","TREM1",4.94863,"IR",2
"C173_3","C173","Q9NP99","TREM1","TREM1",5.48855,"IR",3
"CV11_4","CV11","Q9NP99","TREM1","TREM1",6.08529,"IR",4
"CV59_5","CV59","Q9NP99","TREM1","TREM1",5.40831,"IR",5
"C193_6","C193","Q9NP99","TREM1","TREM1",5.71873,"IR",6
"C33_7","C33","Q9NP99","TREM1","TREM1",5.20184,"IR",7
"CV39_8","CV39","Q9NP99","TREM1","TREM1",5.18507,"IR",8
"CV6_9","CV6","Q9NP99","TREM1","TREM1",5.62759,"IR",9
"CV38_10","CV38","Q9NP99","TREM1","TREM1",5.32317,"IR",10
"CV4_11","CV4","Q9NP99","TREM1","TREM1",5.87164,"IR",11
"C195_12","C195","Q9NP99","TREM1","TREM1",5.39989,"IR",12
"CV1_13","CV1","Q9NP99","TREM1","TREM1",5.14823,"IR",13
"C237_14","C237","Q9NP99","TREM1","TREM1",5.62897,"IR",14
"CV2_15","CV2","Q9NP99","TREM1","TREM1",5.23026,"IR",15
"C189_16","C189","Q9NP99","TREM1","TREM1",4.86509,"IR",16
"CV42_17","CV42","Q9NP99","TREM1","TREM1",5.95427,"IR",17
"CV79_18","CV79","Q9NP99","TREM1","TREM1",5.36425,"IR",18
"CV3_19","CV3","Q9NP99","TREM1","TREM1",5.01798,"IR",19
"CV36_20","CV36","Q9NP99","TREM1","TREM1",5.70299,"IR",20
"CV55_21","CV55","Q9NP99","TREM1","TREM1",5.71415,"IR",21
"C246_22","C246","Q9NP99","TREM1","TREM1",5.4483,"IR",22
"CV30_23","CV30","Q9NP99","TREM1","TREM1",4.68865,"IR",23
"CV19_24","CV19","Q9NP99","TREM1","TREM1",5.61048,"IR",24
"CV13_25","CV13","Q9NP99","TREM1","TREM1",5.76721,"IR",25
"C137_26","C137","Q9NP99","TREM1","TREM1",5.05152,"IR",26
"CV47_27","CV47","Q9NP99","TREM1","TREM1",5.52033,"IR",27
"CV29_28","CV29","Q9NP99","TREM1","TREM1",6.03459,"IR",28
"CV14_29","CV14","Q9NP99","TREM1","TREM1",5.88208,"IR",29
"CV56_30","CV56","Q9NP99","TREM1","TREM1",6.18914,"IR",30
"CV82_31","CV82","Q9NP99","TREM1","TREM1",6.08888,"IR",31
"CV23_32","CV23","Q9NP99","TREM1","TREM1",5.47583,"IR",32
"CV37_33","CV37","Q9NP99","TREM1","TREM1",5.29148,"IR",33
"CV34_34","CV34","Q9NP99","TREM1","TREM1",5.4265,"IR",34
"CV58_35","CV58","Q9NP99","TREM1","TREM1",5.27618,"IR",35
"CV22_36","CV22","Q9NP99","TREM1","TREM1",5.32412,"IR",36
"CV65_37","CV65","Q9NP99","TREM1","TREM1",4.48106,"IR",37
"CV79_38","CV79","Q9NP99","TREM1","TREM1",5.19914,"IR",38
"CV1_39","CV1","Q9NP99","TREM1","TREM1",5.29907,"IR",39
"CV51_40","CV51","Q9NP99","TREM1","TREM1",5.62912,"IR",40
"CV42_41","CV42","Q9NP99","TREM1","TREM1",5.84552,"IR",41
"CV19_42","CV19","Q9NP99","TREM1","TREM1",5.67265,"IR",42
"CV70_43","CV70","Q9NP99","TREM1","TREM1",6.12184,"IR",43
"C78_44","C78","Q9NP99","TREM1","TREM1",5.71878,"IR",44
"CV10_45","CV10","Q9NP99","TREM1","TREM1",4.88989,"IR",45
"CV8_46","CV8","Q9NP99","TREM1","TREM1",5.31144,"IR",46
"CV60_47","CV60","Q9NP99","TREM1","TREM1",5.7802,"IR",47
"CV35_48","CV35","Q9NP99","TREM1","TREM1",5.72506,"IR",48
"CV48_49","CV48","Q9NP99","TREM1","TREM1",5.77056,"IR",49
"CV76_50","CV76","Q9NP99","TREM1","TREM1",5.66939,"IR",50
"CV12_51","CV12","Q9NP99","TREM1","TREM1",5.37262,"IR",51
"C58_52","C58","Q9NP99","TREM1","TREM1",4.68693,"IR",52
"CV53_53","CV53","Q9NP99","TREM1","TREM1",5.61952,"IR",53
"CV50_54","CV50","Q9NP99","TREM1","TREM1",5.4153,"IR",54
"CV32_56","CV32","Q9NP99","TREM1","TREM1",5.39725,"IR",56
"C197_57","C197","Q9NP99","TREM1","TREM1",4.97751,"IR",57
"CV18_58","CV18","Q9NP99","TREM1","TREM1",5.37205,"IR",58
"CV29_59","CV29","Q9NP99","TREM1","TREM1",5.79736,"IR",59
"CV34_60","CV34","Q9NP99","TREM1","TREM1",5.54976,"IR",60
"CV41_61","CV41","Q9NP99","TREM1","TREM1",5.47269,"IR",61
"CV9_62","CV9","Q9NP99","TREM1","TREM1",5.74644,"IR",62
"CV74_63","CV74","Q9NP99","TREM1","TREM1",5.49979,"IR",63
"CV16_64","CV16","Q9NP99","TREM1","TREM1",5.24369,"IR",64
"CV21_1","CV21","P78310","CXADR","CXADR",6.05358,"IR",1
"C161_2","C161","P78310","CXADR","CXADR",5.68021,"IR",2
"C173_3","C173","P78310","CXADR","CXADR",5.6638,"IR",3
"CV11_4","CV11","P78310","CXADR","CXADR",5.08018,"IR",4
"CV59_5","CV59","P78310","CXADR","CXADR",5.62275,"IR",5
"C193_6","C193","P78310","CXADR","CXADR",5.78144,"IR",6
"C33_7","C33","P78310","CXADR","CXADR",4.84483,"IR",7
"CV39_8","CV39","P78310","CXADR","CXADR",5.49047,"IR",8
"CV6_9","CV6","P78310","CXADR","CXADR",5.94141,"IR",9
"CV38_10","CV38","P78310","CXADR","CXADR",5.83602,"IR",10
"CV4_11","CV4","P78310","CXADR","CXADR",5.4675,"IR",11
"C195_12","C195","P78310","CXADR","CXADR",5.09058,"IR",12
"CV1_13","CV1","P78310","CXADR","CXADR",5.28038,"IR",13
"C237_14","C237","P78310","CXADR","CXADR",5.29695,"IR",14
"CV2_15","CV2","P78310","CXADR","CXADR",5.15121,"IR",15
"C189_16","C189","P78310","CXADR","CXADR",6.36951,"IR",16
"CV42_17","CV42","P78310","CXADR","CXADR",6.32187,"IR",17
"CV79_18","CV79","P78310","CXADR","CXADR",5.32628,"IR",18
"CV3_19","CV3","P78310","CXADR","CXADR",4.5994,"IR",19
"CV36_20","CV36","P78310","CXADR","CXADR",5.58876,"IR",20
"CV55_21","CV55","P78310","CXADR","CXADR",5.76463,"IR",21
"C246_22","C246","P78310","CXADR","CXADR",5.54076,"IR",22
"CV30_23","CV30","P78310","CXADR","CXADR",4.50711,"IR",23
"CV19_24","CV19","P78310","CXADR","CXADR",6.01723,"IR",24
"CV13_25","CV13","P78310","CXADR","CXADR",5.70496,"IR",25
"C137_26","C137","P78310","CXADR","CXADR",4.90695,"IR",26
"CV47_27","CV47","P78310","CXADR","CXADR",5.99829,"IR",27
"CV29_28","CV29","P78310","CXADR","CXADR",6.44128,"IR",28
"CV14_29","CV14","P78310","CXADR","CXADR",5.299,"IR",29
"CV56_30","CV56","P78310","CXADR","CXADR",6.01616,"IR",30
"CV82_31","CV82","P78310","CXADR","CXADR",6.61871,"IR",31
"CV23_32","CV23","P78310","CXADR","CXADR",5.90724,"IR",32
"CV37_33","CV37","P78310","CXADR","CXADR",6.19692,"IR",33
"CV34_34","CV34","P78310","CXADR","CXADR",5.72931,"IR",34
"CV58_35","CV58","P78310","CXADR","CXADR",5.71403,"IR",35
"CV22_36","CV22","P78310","CXADR","CXADR",6.54495,"IR",36
"CV65_37","CV65","P78310","CXADR","CXADR",6.16162,"IR",37
"CV79_38","CV79","P78310","CXADR","CXADR",5.1023,"IR",38
"CV1_39","CV1","P78310","CXADR","CXADR",4.88652,"IR",39
"CV51_40","CV51","P78310","CXADR","CXADR",5.29708,"IR",40
"CV42_41","CV42","P78310","CXADR","CXADR",6.54513,"IR",41
"CV19_42","CV19","P78310","CXADR","CXADR",6.15714,"IR",42
"CV70_43","CV70","P78310","CXADR","CXADR",6.09228,"IR",43
"C78_44","C78","P78310","CXADR","CXADR",6.73928,"IR",44
"CV10_45","CV10","P78310","CXADR","CXADR",5.61813,"IR",45
"CV8_46","CV8","P78310","CXADR","CXADR",5.62834,"IR",46
"CV60_47","CV60","P78310","CXADR","CXADR",6.21537,"IR",47
"CV35_48","CV35","P78310","CXADR","CXADR",6.51535,"IR",48
"CV48_49","CV48","P78310","CXADR","CXADR",5.67469,"IR",49
"CV76_50","CV76","P78310","CXADR","CXADR",6.25698,"IR",50
"CV12_51","CV12","P78310","CXADR","CXADR",5.61615,"IR",51
"C58_52","C58","P78310","CXADR","CXADR",5.16165,"IR",52
"CV53_53","CV53","P78310","CXADR","CXADR",5.88383,"IR",53
"CV50_54","CV50","P78310","CXADR","CXADR",4.9324,"IR",54
"CV32_56","CV32","P78310","CXADR","CXADR",5.32038,"IR",56
"C197_57","C197","P78310","CXADR","CXADR",5.83273,"IR",57
"CV18_58","CV18","P78310","CXADR","CXADR",5.25648,"IR",58
"CV29_59","CV29","P78310","CXADR","CXADR",6.34213,"IR",59
"CV34_60","CV34","P78310","CXADR","CXADR",5.91237,"IR",60
"CV41_61","CV41","P78310","CXADR","CXADR",5.69478,"IR",61
"CV9_62","CV9","P78310","CXADR","CXADR",5.75822,"IR",62
"CV74_63","CV74","P78310","CXADR","CXADR",5.50882,"IR",63
"CV16_64","CV16","P78310","CXADR","CXADR",5.85299,"IR",64
"CV21_1","CV21","P78362","SRPK2","SRPK2",4.3178,"IR",1
"C161_2","C161","P78362","SRPK2","SRPK2",1.66234,"IR",2
"C173_3","C173","P78362","SRPK2","SRPK2",2.10079,"IR",3
"CV11_4","CV11","P78362","SRPK2","SRPK2",4.99349,"IR",4
"CV59_5","CV59","P78362","SRPK2","SRPK2",4.44506,"IR",5
"C193_6","C193","P78362","SRPK2","SRPK2",3.6164,"IR",6
"C33_7","C33","P78362","SRPK2","SRPK2",1.42743,"IR",7
"CV39_8","CV39","P78362","SRPK2","SRPK2",3.47978,"IR",8
"CV6_9","CV6","P78362","SRPK2","SRPK2",2.67678,"IR",9
"CV38_10","CV38","P78362","SRPK2","SRPK2",4.1585,"IR",10
"CV4_11","CV4","P78362","SRPK2","SRPK2",3.68415,"IR",11
"C195_12","C195","P78362","SRPK2","SRPK2",3.64027,"IR",12
"CV1_13","CV1","P78362","SRPK2","SRPK2",2.84653,"IR",13
"C237_14","C237","P78362","SRPK2","SRPK2",2.58214,"IR",14
"CV2_15","CV2","P78362","SRPK2","SRPK2",3.0791,"IR",15
"C189_16","C189","P78362","SRPK2","SRPK2",2.25513,"IR",16
"CV42_17","CV42","P78362","SRPK2","SRPK2",4.79544,"IR",17
"CV79_18","CV79","P78362","SRPK2","SRPK2",3.35225,"IR",18
"CV3_19","CV3","P78362","SRPK2","SRPK2",2.26404,"IR",19
"CV36_20","CV36","P78362","SRPK2","SRPK2",3.17073,"IR",20
"CV55_21","CV55","P78362","SRPK2","SRPK2",4.23248,"IR",21
"C246_22","C246","P78362","SRPK2","SRPK2",2.36429,"IR",22
"CV30_23","CV30","P78362","SRPK2","SRPK2",3.5754,"IR",23
"CV19_24","CV19","P78362","SRPK2","SRPK2",3.31912,"IR",24
"CV13_25","CV13","P78362","SRPK2","SRPK2",3.82467,"IR",25
"C137_26","C137","P78362","SRPK2","SRPK2",1.14752,"IR",26
"CV47_27","CV47","P78362","SRPK2","SRPK2",3.74912,"IR",27
"CV29_28","CV29","P78362","SRPK2","SRPK2",3.75151,"IR",28
"CV14_29","CV14","P78362","SRPK2","SRPK2",4.14625,"IR",29
"CV56_30","CV56","P78362","SRPK2","SRPK2",4.58468,"IR",30
"CV82_31","CV82","P78362","SRPK2","SRPK2",4.2419,"IR",31
"CV23_32","CV23","P78362","SRPK2","SRPK2",2.51014,"IR",32
"CV37_33","CV37","P78362","SRPK2","SRPK2",3.37843,"IR",33
"CV34_34","CV34","P78362","SRPK2","SRPK2",2.34048,"IR",34
"CV58_35","CV58","P78362","SRPK2","SRPK2",4.78953,"IR",35
"CV22_36","CV22","P78362","SRPK2","SRPK2",3.33353,"IR",36
"CV65_37","CV65","P78362","SRPK2","SRPK2",2.27511,"IR",37
"CV79_38","CV79","P78362","SRPK2","SRPK2",3.09917,"IR",38
"CV1_39","CV1","P78362","SRPK2","SRPK2",3.89601,"IR",39
"CV51_40","CV51","P78362","SRPK2","SRPK2",4.30923,"IR",40
"CV42_41","CV42","P78362","SRPK2","SRPK2",4.1259,"IR",41
"CV19_42","CV19","P78362","SRPK2","SRPK2",3.46666,"IR",42
"CV70_43","CV70","P78362","SRPK2","SRPK2",3.9561,"IR",43
"C78_44","C78","P78362","SRPK2","SRPK2",3.2195,"IR",44
"CV10_45","CV10","P78362","SRPK2","SRPK2",2.16797,"IR",45
"CV8_46","CV8","P78362","SRPK2","SRPK2",4.11689,"IR",46
"CV60_47","CV60","P78362","SRPK2","SRPK2",4.13969,"IR",47
"CV35_48","CV35","P78362","SRPK2","SRPK2",3.66632,"IR",48
"CV48_49","CV48","P78362","SRPK2","SRPK2",4.00992,"IR",49
"CV76_50","CV76","P78362","SRPK2","SRPK2",4.38814,"IR",50
"CV12_51","CV12","P78362","SRPK2","SRPK2",3.10607,"IR",51
"C58_52","C58","P78362","SRPK2","SRPK2",1.86085,"IR",52
"CV53_53","CV53","P78362","SRPK2","SRPK2",3.5195,"IR",53
"CV50_54","CV50","P78362","SRPK2","SRPK2",4.4358,"IR",54
"CV32_56","CV32","P78362","SRPK2","SRPK2",2.62293,"IR",56
"C197_57","C197","P78362","SRPK2","SRPK2",1.92882,"IR",57
"CV18_58","CV18","P78362","SRPK2","SRPK2",5.23107,"IR",58
"CV29_59","CV29","P78362","SRPK2","SRPK2",4.10026,"IR",59
"CV34_60","CV34","P78362","SRPK2","SRPK2",2.14791,"IR",60
"CV41_61","CV41","P78362","SRPK2","SRPK2",2.65713,"IR",61
"CV9_62","CV9","P78362","SRPK2","SRPK2",3.36017,"IR",62
"CV74_63","CV74","P78362","SRPK2","SRPK2",1.43214,"IR",63
"CV16_64","CV16","P78362","SRPK2","SRPK2",3.07883,"IR",64
"CV21_1","CV21","Q13241","KLRD1","KLRD1",7.92534,"IR",1
"C161_2","C161","Q13241","KLRD1","KLRD1",5.79605,"IR",2
"C173_3","C173","Q13241","KLRD1","KLRD1",6.8977,"IR",3
"CV11_4","CV11","Q13241","KLRD1","KLRD1",8.17532,"IR",4
"CV59_5","CV59","Q13241","KLRD1","KLRD1",7.69345,"IR",5
"C193_6","C193","Q13241","KLRD1","KLRD1",5.89995,"IR",6
"C33_7","C33","Q13241","KLRD1","KLRD1",7.98069,"IR",7
"CV39_8","CV39","Q13241","KLRD1","KLRD1",8.56548,"IR",8
"CV6_9","CV6","Q13241","KLRD1","KLRD1",9.43927,"IR",9
"CV38_10","CV38","Q13241","KLRD1","KLRD1",7.92352,"IR",10
"CV4_11","CV4","Q13241","KLRD1","KLRD1",9.24047,"IR",11
"C195_12","C195","Q13241","KLRD1","KLRD1",8.65441,"IR",12
"CV1_13","CV1","Q13241","KLRD1","KLRD1",8.25508,"IR",13
"C237_14","C237","Q13241","KLRD1","KLRD1",6.90541,"IR",14
"CV2_15","CV2","Q13241","KLRD1","KLRD1",8.28372,"IR",15
"C189_16","C189","Q13241","KLRD1","KLRD1",8.4303,"IR",16
"CV42_17","CV42","Q13241","KLRD1","KLRD1",7.01876,"IR",17
"CV79_18","CV79","Q13241","KLRD1","KLRD1",10.03703,"IR",18
"CV3_19","CV3","Q13241","KLRD1","KLRD1",9.51205,"IR",19
"CV36_20","CV36","Q13241","KLRD1","KLRD1",7.95034,"IR",20
"CV55_21","CV55","Q13241","KLRD1","KLRD1",8.11792,"IR",21
"C246_22","C246","Q13241","KLRD1","KLRD1",8.77681,"IR",22
"CV30_23","CV30","Q13241","KLRD1","KLRD1",7.98381,"IR",23
"CV19_24","CV19","Q13241","KLRD1","KLRD1",7.73615,"IR",24
"CV13_25","CV13","Q13241","KLRD1","KLRD1",7.94761,"IR",25
"C137_26","C137","Q13241","KLRD1","KLRD1",7.55297,"IR",26
"CV47_27","CV47","Q13241","KLRD1","KLRD1",9.11547,"IR",27
"CV29_28","CV29","Q13241","KLRD1","KLRD1",9.22108,"IR",28
"CV14_29","CV14","Q13241","KLRD1","KLRD1",7.64594,"IR",29
"CV56_30","CV56","Q13241","KLRD1","KLRD1",10.00214,"IR",30
"CV82_31","CV82","Q13241","KLRD1","KLRD1",8.55021,"IR",31
"CV23_32","CV23","Q13241","KLRD1","KLRD1",9.26273,"IR",32
"CV37_33","CV37","Q13241","KLRD1","KLRD1",8.92923,"IR",33
"CV34_34","CV34","Q13241","KLRD1","KLRD1",7.99621,"IR",34
"CV58_35","CV58","Q13241","KLRD1","KLRD1",9.10496,"IR",35
"CV22_36","CV22","Q13241","KLRD1","KLRD1",8.72539,"IR",36
"CV65_37","CV65","Q13241","KLRD1","KLRD1",8.03194,"IR",37
"CV79_38","CV79","Q13241","KLRD1","KLRD1",9.83728,"IR",38
"CV1_39","CV1","Q13241","KLRD1","KLRD1",9.4434,"IR",39
"CV51_40","CV51","Q13241","KLRD1","KLRD1",8.75507,"IR",40
"CV42_41","CV42","Q13241","KLRD1","KLRD1",7.28723,"IR",41
"CV19_42","CV19","Q13241","KLRD1","KLRD1",7.57755,"IR",42
"CV70_43","CV70","Q13241","KLRD1","KLRD1",9.01051,"IR",43
"C78_44","C78","Q13241","KLRD1","KLRD1",8.7995,"IR",44
"CV10_45","CV10","Q13241","KLRD1","KLRD1",7.52661,"IR",45
"CV8_46","CV8","Q13241","KLRD1","KLRD1",7.58623,"IR",46
"CV60_47","CV60","Q13241","KLRD1","KLRD1",8.98199,"IR",47
"CV35_48","CV35","Q13241","KLRD1","KLRD1",7.83845,"IR",48
"CV48_49","CV48","Q13241","KLRD1","KLRD1",8.09517,"IR",49
"CV76_50","CV76","Q13241","KLRD1","KLRD1",8.05471,"IR",50
"CV12_51","CV12","Q13241","KLRD1","KLRD1",8.18602,"IR",51
"C58_52","C58","Q13241","KLRD1","KLRD1",8.76394,"IR",52
"CV53_53","CV53","Q13241","KLRD1","KLRD1",9.04761,"IR",53
"CV50_54","CV50","Q13241","KLRD1","KLRD1",8.49414,"IR",54
"CV32_56","CV32","Q13241","KLRD1","KLRD1",8.98173,"IR",56
"C197_57","C197","Q13241","KLRD1","KLRD1",7.61975,"IR",57
"CV18_58","CV18","Q13241","KLRD1","KLRD1",9.88785,"IR",58
"CV29_59","CV29","Q13241","KLRD1","KLRD1",8.01763,"IR",59
"CV34_60","CV34","Q13241","KLRD1","KLRD1",8.16098,"IR",60
"CV41_61","CV41","Q13241","KLRD1","KLRD1",9.44221,"IR",61
"CV9_62","CV9","Q13241","KLRD1","KLRD1",7.47568,"IR",62
"CV74_63","CV74","Q13241","KLRD1","KLRD1",7.14648,"IR",63
"CV16_64","CV16","Q13241","KLRD1","KLRD1",9.17866,"IR",64
"CV21_1","CV21","O14867","BACH1","BACH1",4.26162,"IR",1
"C161_2","C161","O14867","BACH1","BACH1",1.39082,"IR",2
"C173_3","C173","O14867","BACH1","BACH1",2.45816,"IR",3
"CV11_4","CV11","O14867","BACH1","BACH1",4.02047,"IR",4
"CV59_5","CV59","O14867","BACH1","BACH1",4.79353,"IR",5
"C193_6","C193","O14867","BACH1","BACH1",3.33318,"IR",6
"C33_7","C33","O14867","BACH1","BACH1",1.99394,"IR",7
"CV39_8","CV39","O14867","BACH1","BACH1",3.99344,"IR",8
"CV6_9","CV6","O14867","BACH1","BACH1",3.07109,"IR",9
"CV38_10","CV38","O14867","BACH1","BACH1",4.84146,"IR",10
"CV4_11","CV4","O14867","BACH1","BACH1",3.98618,"IR",11
"C195_12","C195","O14867","BACH1","BACH1",3.50686,"IR",12
"CV1_13","CV1","O14867","BACH1","BACH1",3.51517,"IR",13
"C237_14","C237","O14867","BACH1","BACH1",3.02898,"IR",14
"CV2_15","CV2","O14867","BACH1","BACH1",3.41359,"IR",15
"C189_16","C189","O14867","BACH1","BACH1",3.17233,"IR",16
"CV42_17","CV42","O14867","BACH1","BACH1",4.83981,"IR",17
"CV79_18","CV79","O14867","BACH1","BACH1",3.61562,"IR",18
"CV3_19","CV3","O14867","BACH1","BACH1",2.98461,"IR",19
"CV36_20","CV36","O14867","BACH1","BACH1",4.24739,"IR",20
"CV55_21","CV55","O14867","BACH1","BACH1",4.4516,"IR",21
"C246_22","C246","O14867","BACH1","BACH1",2.57337,"IR",22
"CV30_23","CV30","O14867","BACH1","BACH1",4.11562,"IR",23
"CV19_24","CV19","O14867","BACH1","BACH1",3.56002,"IR",24
"CV13_25","CV13","O14867","BACH1","BACH1",4.05156,"IR",25
"C137_26","C137","O14867","BACH1","BACH1",1.77286,"IR",26
"CV47_27","CV47","O14867","BACH1","BACH1",4.06456,"IR",27
"CV29_28","CV29","O14867","BACH1","BACH1",4.12983,"IR",28
"CV14_29","CV14","O14867","BACH1","BACH1",4.24287,"IR",29
"CV56_30","CV56","O14867","BACH1","BACH1",4.66313,"IR",30
"CV82_31","CV82","O14867","BACH1","BACH1",4.54683,"IR",31
"CV23_32","CV23","O14867","BACH1","BACH1",2.62719,"IR",32
"CV37_33","CV37","O14867","BACH1","BACH1",3.32607,"IR",33
"CV34_34","CV34","O14867","BACH1","BACH1",2.48445,"IR",34
"CV58_35","CV58","O14867","BACH1","BACH1",4.90751,"IR",35
"CV22_36","CV22","O14867","BACH1","BACH1",3.58979,"IR",36
